"","age","marital","income","gender","jobsat"
"529",25,"Married",31,"Male","Somewhat dissatisfied"
"530",34,"Married",24,"Male","Highly dissatisfied"
"531",30,"Unmarried",37,"Male","Somewhat satisfied"
"532",24,"Married",27,"Female","Somewhat dissatisfied"
"533",34,"Married",36,"Male","Highly dissatisfied"
"534",59,"Married",250,"Male","Highly satisfied"
"535",38,"Married",86,"Male","Somewhat satisfied"
"536",36,"Married",29,"Female","Neutral"
"537",33,"Married",22,"Female","Somewhat satisfied"
"538",34,"Married",29,"Female","Somewhat dissatisfied"
"539",57,"Unmarried",525,"Female","Highly satisfied"
"540",36,"Unmarried",46,"Male","Somewhat satisfied"
"541",39,"Married",41,"Female","Highly dissatisfied"
"542",26,"Married",34,"Male","Neutral"
"543",42,"Married",52,"Male","Highly satisfied"
"544",33,"Unmarried",121,"Male","Somewhat satisfied"
"545",42,"Unmarried",33,"Female","Highly dissatisfied"
"546",46,"Unmarried",35,"Female","Somewhat dissatisfied"
"547",28,"Married",25,"Female","Neutral"
"548",40,"Unmarried",36,"Female","Somewhat dissatisfied"
"549",47,"Married",35,"Male","Somewhat satisfied"
"550",25,"Married",28,"Female","Somewhat dissatisfied"
"551",30,"Unmarried",21,"Male","Somewhat dissatisfied"
"552",57,"Unmarried",148,"Female","Somewhat satisfied"
"553",23,"Married",36,"Male","Somewhat dissatisfied"
"554",23,"Unmarried",13,"Male","Somewhat satisfied"
"555",38,"Married",34,"Female","Neutral"
"556",37,"Unmarried",39,"Male","Somewhat dissatisfied"
"557",47,"Unmarried",19,"Female","Highly dissatisfied"
"558",20,"Married",37,"Female","Highly dissatisfied"
"559",19,"Married",14,"Male","Highly dissatisfied"
"560",26,"Unmarried",22,"Male","Neutral"
"561",25,"Unmarried",95,"Female","Highly dissatisfied"
"562",39,"Unmarried",31,"Male","Somewhat satisfied"
"563",31,"Married",26,"Female","Somewhat dissatisfied"
"564",37,"Unmarried",31,"Male","Somewhat satisfied"
"565",44,"Married",24,"Male","Somewhat dissatisfied"
"566",43,"Unmarried",73,"Female","Somewhat satisfied"
"567",50,"Unmarried",35,"Male","Neutral"
"568",45,"Unmarried",16,"Male","Highly dissatisfied"
"569",62,"Married",99,"Male","Highly satisfied"
"570",51,"Married",36,"Male","Highly satisfied"
"571",34,"Unmarried",66,"Male","Somewhat satisfied"
"572",47,"Unmarried",121,"Female","Somewhat dissatisfied"
"573",49,"Married",66,"Female","Neutral"
"574",40,"Unmarried",61,"Female","Somewhat satisfied"
"575",37,"Married",88,"Female","Neutral"
"576",32,"Married",30,"Male","Highly dissatisfied"
"577",57,"Married",19,"Male","Highly dissatisfied"
"578",26,"Unmarried",16,"Female","Somewhat satisfied"
"579",36,"Unmarried",37,"Male","Highly dissatisfied"
"580",29,"Married",93,"Female","Highly dissatisfied"
"581",22,"Married",35,"Female","Highly dissatisfied"
"582",28,"Married",15,"Male","Highly dissatisfied"
"583",44,"Unmarried",46,"Male","Somewhat dissatisfied"
"584",21,"Married",14,"Male","Neutral"
"585",39,"Unmarried",28,"Female","Neutral"
"586",43,"Married",22,"Male","Somewhat satisfied"
"587",30,"Married",39,"Male","Neutral"
"588",35,"Married",21,"Female","Highly dissatisfied"
"589",54,"Married",236,"Male","Somewhat satisfied"
"590",48,"Married",173,"Male","Somewhat satisfied"
"591",30,"Unmarried",46,"Male","Somewhat dissatisfied"
"592",34,"Unmarried",62,"Female","Highly satisfied"
"593",58,"Married",125,"Female","Somewhat satisfied"
"594",62,"Unmarried",35,"Male","Somewhat dissatisfied"
"595",39,"Unmarried",49,"Male","Highly satisfied"
"596",60,"Married",109,"Male","Somewhat satisfied"
"597",64,"Unmarried",106,"Female","Highly satisfied"
"598",43,"Married",52,"Male","Somewhat satisfied"
"599",42,"Married",23,"Female","Somewhat dissatisfied"
"600",19,"Unmarried",34,"Male","Somewhat dissatisfied"
"601",37,"Married",29,"Female","Neutral"
"602",57,"Married",25,"Male","Somewhat satisfied"
"603",57,"Married",21,"Male","Somewhat satisfied"
"604",23,"Married",18,"Male","Somewhat satisfied"
"605",39,"Unmarried",53,"Female","Neutral"
"606",35,"Unmarried",34,"Female","Neutral"
"607",34,"Married",54,"Female","Somewhat satisfied"
"608",46,"Unmarried",174,"Female","Highly satisfied"
"609",48,"Married",139,"Male","Highly satisfied"
"610",37,"Unmarried",32,"Female","Somewhat dissatisfied"
"611",28,"Unmarried",32,"Male","Neutral"
"612",26,"Married",17,"Female","Highly dissatisfied"
"613",62,"Married",81,"Male","Highly satisfied"
"614",63,"Married",94,"Male","Highly satisfied"
"615",32,"Married",29,"Male","Somewhat satisfied"
"616",49,"Unmarried",170,"Male","Neutral"
"617",49,"Married",23,"Male","Somewhat dissatisfied"
"618",22,"Unmarried",26,"Female","Highly dissatisfied"
"619",53,"Married",77,"Male","Neutral"
"620",34,"Married",107,"Female","Highly satisfied"
"621",52,"Married",184,"Female","Highly satisfied"
"622",43,"Unmarried",18,"Female","Neutral"
"623",40,"Married",31,"Male","Neutral"
"624",52,"Unmarried",23,"Male","Highly dissatisfied"
"625",56,"Unmarried",128,"Male","Neutral"
"626",48,"Married",96,"Female","Somewhat satisfied"
"627",38,"Unmarried",21,"Male","Neutral"
"628",34,"Married",38,"Female","Neutral"
"629",46,"Married",60,"Male","Somewhat dissatisfied"
"630",60,"Unmarried",34,"Male","Neutral"
"631",31,"Unmarried",32,"Male","Highly dissatisfied"
"632",30,"Married",34,"Male","Highly satisfied"
"633",41,"Unmarried",67,"Female","Highly satisfied"
"634",49,"Married",47,"Female","Somewhat satisfied"
"635",27,"Married",34,"Female","Neutral"
"636",25,"Married",25,"Female","Highly dissatisfied"
"637",28,"Married",42,"Male","Somewhat satisfied"
"638",30,"Unmarried",63,"Male","Somewhat dissatisfied"
"639",26,"Married",19,"Male","Somewhat dissatisfied"
"640",32,"Unmarried",46,"Female","Somewhat dissatisfied"
"641",38,"Unmarried",71,"Female","Neutral"
"642",30,"Married",21,"Male","Highly dissatisfied"
"643",50,"Married",157,"Male","Highly satisfied"
"644",44,"Unmarried",132,"Male","Neutral"
"645",38,"Unmarried",30,"Male","Highly satisfied"
"646",44,"Unmarried",33,"Female","Highly dissatisfied"
"647",28,"Married",29,"Male","Somewhat dissatisfied"
"648",33,"Unmarried",80,"Female","Somewhat satisfied"
"649",30,"Married",25,"Female","Somewhat dissatisfied"
"650",26,"Married",28,"Male","Neutral"
"651",37,"Unmarried",30,"Female","Somewhat dissatisfied"
"652",39,"Married",26,"Male","Somewhat dissatisfied"
"653",31,"Married",26,"Female","Somewhat dissatisfied"
"654",50,"Married",65,"Male","Somewhat satisfied"
"655",29,"Married",24,"Male","Somewhat dissatisfied"
"656",39,"Married",34,"Female","Neutral"
"657",39,"Married",47,"Male","Somewhat dissatisfied"
"658",53,"Married",26,"Female","Somewhat dissatisfied"
"659",71,"Married",32,"Female","Highly satisfied"
"660",60,"Unmarried",61,"Female","Somewhat dissatisfied"
"661",42,"Married",79,"Female","Somewhat satisfied"
"662",36,"Unmarried",95,"Male","Neutral"
"663",48,"Married",77,"Male","Somewhat dissatisfied"
"664",42,"Unmarried",56,"Male","Somewhat satisfied"
"665",59,"Unmarried",34,"Female","Somewhat dissatisfied"
"666",49,"Married",92,"Male","Somewhat satisfied"
"667",32,"Unmarried",36,"Male","Somewhat satisfied"
"668",26,"Unmarried",21,"Female","Highly dissatisfied"
"669",27,"Married",28,"Female","Somewhat dissatisfied"
"670",49,"Unmarried",32,"Male","Neutral"
"671",53,"Unmarried",103,"Male","Highly dissatisfied"
"672",54,"Unmarried",278,"Male","Highly satisfied"
"673",31,"Unmarried",47,"Female","Highly dissatisfied"
"674",66,"Married",51,"Male","Somewhat satisfied"
"675",38,"Unmarried",40,"Male","Highly satisfied"
"676",47,"Married",21,"Female","Neutral"
"677",43,"Unmarried",35,"Male","Neutral"
"678",24,"Married",15,"Male","Somewhat dissatisfied"
"679",65,"Married",82,"Male","Somewhat satisfied"
"680",41,"Unmarried",29,"Male","Somewhat satisfied"
"681",36,"Unmarried",18,"Female","Neutral"
"682",35,"Married",31,"Male","Neutral"
"683",28,"Unmarried",25,"Female","Somewhat dissatisfied"
"684",65,"Unmarried",69,"Female","Highly satisfied"
"685",28,"Unmarried",35,"Female","Highly dissatisfied"
"686",47,"Unmarried",165,"Female","Somewhat satisfied"
"687",44,"Unmarried",109,"Male","Somewhat dissatisfied"
"688",42,"Married",30,"Male","Highly satisfied"
"689",49,"Married",43,"Female","Somewhat satisfied"
"690",54,"Married",44,"Male","Somewhat dissatisfied"
"691",28,"Unmarried",24,"Female","Somewhat satisfied"
"692",55,"Married",89,"Female","Highly dissatisfied"
"693",26,"Unmarried",65,"Male","Highly dissatisfied"
"694",38,"Unmarried",126,"Female","Somewhat satisfied"
"695",29,"Unmarried",48,"Male","Highly dissatisfied"
"696",30,"Married",20,"Female","Somewhat dissatisfied"
"697",30,"Married",33,"Female","Neutral"
"698",58,"Unmarried",33,"Female","Somewhat dissatisfied"
"699",47,"Married",82,"Male","Somewhat dissatisfied"
"700",60,"Unmarried",43,"Female","Highly satisfied"
"701",53,"Unmarried",105,"Male","Highly satisfied"
"702",38,"Married",50,"Female","Neutral"
"703",31,"Married",49,"Female","Somewhat satisfied"
"704",75,"Unmarried",12,"Female","Highly satisfied"
"705",54,"Unmarried",178,"Female","Somewhat satisfied"
"706",41,"Unmarried",65,"Female","Highly satisfied"
"707",31,"Unmarried",33,"Male","Highly dissatisfied"
"708",45,"Unmarried",174,"Male","Highly satisfied"
"709",24,"Unmarried",22,"Female","Neutral"
"710",50,"Married",244,"Male","Somewhat satisfied"
"711",42,"Unmarried",20,"Female","Somewhat dissatisfied"
"712",22,"Married",61,"Female","Somewhat dissatisfied"
"713",29,"Married",25,"Female","Neutral"
"714",43,"Unmarried",45,"Female","Neutral"
"715",31,"Married",29,"Male","Highly dissatisfied"
"716",28,"Unmarried",43,"Female","Somewhat dissatisfied"
"717",28,"Married",47,"Female","Highly dissatisfied"
"718",41,"Married",118,"Female","Neutral"
"719",52,"Unmarried",75,"Female","Neutral"
"720",45,"Married",64,"Male","Neutral"
"721",36,"Unmarried",51,"Female","Somewhat dissatisfied"
"722",25,"Married",20,"Female","Somewhat dissatisfied"
"723",34,"Married",33,"Male","Somewhat dissatisfied"
"724",20,"Married",30,"Male","Neutral"
"725",31,"Married",30,"Female","Somewhat dissatisfied"
"726",35,"Married",48,"Male","Somewhat satisfied"
"727",21,"Married",18,"Female","Somewhat dissatisfied"
"728",42,"Unmarried",46,"Male","Highly satisfied"
"729",33,"Unmarried",32,"Female","Highly dissatisfied"
"730",40,"Unmarried",114,"Male","Highly satisfied"
"731",47,"Married",58,"Male","Somewhat dissatisfied"
"732",65,"Married",323,"Female","Somewhat satisfied"
"733",34,"Unmarried",24,"Male","Highly dissatisfied"
"734",26,"Married",31,"Male","Somewhat satisfied"
"735",61,"Married",23,"Female","Somewhat satisfied"
"736",42,"Married",93,"Male","Somewhat satisfied"
"737",59,"Unmarried",46,"Male","Neutral"
"738",36,"Unmarried",34,"Male","Somewhat dissatisfied"
"739",55,"Unmarried",197,"Male","Highly satisfied"
"740",41,"Married",29,"Female","Somewhat satisfied"
"741",55,"Unmarried",110,"Male","Somewhat satisfied"
"742",59,"Married",37,"Male","Somewhat dissatisfied"
"743",51,"Unmarried",107,"Female","Somewhat satisfied"
"744",27,"Married",66,"Male","Somewhat satisfied"
"745",57,"Married",148,"Male","Neutral"
"746",58,"Married",41,"Male","Somewhat dissatisfied"
"747",40,"Unmarried",25,"Female","Neutral"
"748",32,"Married",37,"Female","Somewhat satisfied"
"749",29,"Unmarried",57,"Female","Somewhat dissatisfied"
"750",47,"Unmarried",36,"Male","Highly satisfied"
"751",48,"Unmarried",151,"Male","Neutral"
"752",54,"Married",65,"Male","Highly dissatisfied"
"753",42,"Married",63,"Male","Somewhat dissatisfied"
"754",38,"Married",70,"Female","Neutral"
"755",52,"Unmarried",39,"Male","Highly satisfied"
"756",56,"Unmarried",54,"Male","Highly satisfied"
"757",19,"Unmarried",27,"Male","Highly dissatisfied"
"758",65,"Married",79,"Female","Neutral"
"759",29,"Unmarried",48,"Male","Highly satisfied"
"760",30,"Married",23,"Female","Somewhat dissatisfied"
"761",41,"Married",62,"Male","Neutral"
"762",52,"Married",134,"Female","Somewhat satisfied"
"763",59,"Unmarried",31,"Female","Highly satisfied"
"764",29,"Unmarried",24,"Male","Highly satisfied"
"765",51,"Unmarried",42,"Male","Somewhat dissatisfied"
"766",42,"Unmarried",24,"Female","Somewhat dissatisfied"
"767",48,"Unmarried",126,"Female","Somewhat satisfied"
"768",51,"Unmarried",97,"Male","Neutral"
"769",50,"Unmarried",31,"Male","Highly satisfied"
"770",29,"Unmarried",31,"Male","Somewhat dissatisfied"
"771",46,"Married",112,"Male","Somewhat satisfied"
"772",36,"Unmarried",197,"Female","Somewhat satisfied"
"773",58,"Married",79,"Female","Highly satisfied"
"774",50,"Married",44,"Male","Neutral"
"775",32,"Married",36,"Male","Highly dissatisfied"
"776",39,"Married",18,"Male","Neutral"
"777",52,"Unmarried",98,"Male","Highly satisfied"
"778",32,"Married",18,"Male","Highly dissatisfied"
"779",44,"Unmarried",121,"Male","Highly satisfied"
"780",37,"Unmarried",26,"Male","Highly satisfied"
"781",35,"Unmarried",44,"Female","Somewhat dissatisfied"
"782",35,"Married",48,"Female","Somewhat dissatisfied"
"783",46,"Married",191,"Female","Highly satisfied"
"784",63,"Unmarried",103,"Male","Somewhat satisfied"
"785",42,"Unmarried",28,"Male","Somewhat dissatisfied"
"786",24,"Unmarried",21,"Female","Somewhat dissatisfied"
"787",34,"Unmarried",38,"Male","Somewhat dissatisfied"
"788",36,"Unmarried",23,"Female","Neutral"
"789",39,"Married",56,"Male","Highly dissatisfied"
"790",49,"Unmarried",98,"Female","Neutral"
"791",46,"Married",65,"Male","Highly satisfied"
"792",53,"Unmarried",192,"Female","Neutral"
"793",49,"Married",24,"Female","Highly dissatisfied"
"794",55,"Married",173,"Male","Neutral"
"795",25,"Unmarried",30,"Male","Somewhat satisfied"
"796",29,"Married",29,"Female","Somewhat dissatisfied"
"797",49,"Married",28,"Male","Highly satisfied"
"798",47,"Married",37,"Female","Neutral"
"799",53,"Unmarried",125,"Male","Highly satisfied"
"800",38,"Unmarried",49,"Male","Highly satisfied"
"801",47,"Married",158,"Male","Neutral"
"802",26,"Married",29,"Female","Somewhat dissatisfied"
"803",57,"Married",282,"Female","Neutral"
"804",24,"Married",78,"Male","Somewhat satisfied"
"805",25,"Unmarried",32,"Male","Highly dissatisfied"
"806",54,"Married",177,"Male","Highly satisfied"
"807",62,"Unmarried",272,"Female","Highly satisfied"
"808",56,"Married",26,"Male","Highly dissatisfied"
"809",26,"Married",25,"Female","Somewhat satisfied"
"810",26,"Married",15,"Female","Highly dissatisfied"
"811",40,"Married",68,"Female","Somewhat dissatisfied"
"812",36,"Married",41,"Male","Somewhat dissatisfied"
"813",42,"Married",67,"Female","Highly dissatisfied"
"814",34,"Married",45,"Male","Somewhat dissatisfied"
"815",48,"Married",44,"Female","Somewhat dissatisfied"
"816",29,"Married",136,"Female","Highly satisfied"
"817",36,"Married",73,"Female","Somewhat dissatisfied"
"818",58,"Married",73,"Female","Neutral"
"819",42,"Unmarried",124,"Male","Highly satisfied"
"820",57,"Unmarried",80,"Female","Somewhat dissatisfied"
"821",31,"Married",68,"Male","Neutral"
"822",41,"Unmarried",36,"Male","Somewhat dissatisfied"
"823",38,"Married",76,"Male","Somewhat satisfied"
"824",21,"Married",27,"Female","Somewhat dissatisfied"
"825",31,"Married",44,"Female","Highly dissatisfied"
"826",30,"Unmarried",38,"Male","Neutral"
"827",44,"Married",44,"Female","Neutral"
"828",31,"Unmarried",18,"Female","Somewhat dissatisfied"
"829",26,"Married",18,"Male","Highly satisfied"
"830",51,"Married",30,"Female","Neutral"
"831",34,"Married",63,"Male","Highly satisfied"
"832",52,"Married",34,"Female","Neutral"
"833",28,"Unmarried",28,"Male","Highly dissatisfied"
"834",54,"Unmarried",51,"Male","Neutral"
"835",43,"Married",105,"Male","Highly satisfied"
"836",30,"Married",29,"Female","Somewhat satisfied"
"837",44,"Unmarried",44,"Female","Highly dissatisfied"
"838",39,"Unmarried",55,"Female","Neutral"
"839",50,"Unmarried",39,"Female","Highly dissatisfied"
"840",48,"Unmarried",90,"Female","Highly satisfied"
"841",43,"Married",45,"Male","Somewhat satisfied"
"842",41,"Married",92,"Male","Somewhat dissatisfied"
"843",45,"Married",23,"Male","Somewhat satisfied"
"844",37,"Unmarried",25,"Female","Neutral"
"845",56,"Married",62,"Female","Highly dissatisfied"
"846",29,"Unmarried",31,"Male","Highly dissatisfied"
"847",54,"Married",22,"Male","Highly dissatisfied"
"848",40,"Married",86,"Male","Somewhat satisfied"
"849",48,"Married",42,"Male","Highly satisfied"
"850",50,"Unmarried",111,"Male","Neutral"
"851",22,"Unmarried",16,"Female","Neutral"
"852",26,"Married",74,"Male","Highly dissatisfied"
"853",44,"Married",77,"Female","Highly satisfied"
"854",30,"Married",24,"Female","Somewhat dissatisfied"
"855",53,"Married",75,"Female","Somewhat dissatisfied"
"856",53,"Unmarried",140,"Male","Somewhat satisfied"
"857",52,"Unmarried",40,"Female","Somewhat satisfied"
"858",41,"Unmarried",31,"Female","Highly dissatisfied"
"859",28,"Unmarried",22,"Male","Highly dissatisfied"
"860",36,"Unmarried",96,"Male","Somewhat dissatisfied"
"861",25,"Unmarried",17,"Male","Highly satisfied"
"862",77,"Married",46,"Male","Somewhat satisfied"
"863",21,"Married",19,"Female","Highly dissatisfied"
"864",41,"Married",285,"Male","Somewhat satisfied"
"865",59,"Unmarried",10,"Male","Somewhat satisfied"
"866",56,"Married",30,"Male","Somewhat dissatisfied"
"867",47,"Unmarried",163,"Male","Highly satisfied"
"868",50,"Unmarried",41,"Female","Highly dissatisfied"
"869",33,"Unmarried",44,"Male","Somewhat dissatisfied"
"870",33,"Married",72,"Female","Somewhat satisfied"
"871",35,"Married",64,"Male","Neutral"
"872",38,"Married",69,"Female","Neutral"
"873",32,"Married",48,"Male","Somewhat dissatisfied"
"874",35,"Married",28,"Male","Highly dissatisfied"
"875",61,"Unmarried",9,"Male","Neutral"
"876",56,"Married",298,"Male","Highly satisfied"
"877",54,"Married",32,"Male","Somewhat satisfied"
"878",47,"Unmarried",57,"Female","Somewhat dissatisfied"
"879",63,"Unmarried",55,"Female","Neutral"
"880",39,"Married",144,"Female","Neutral"
"881",51,"Married",48,"Female","Neutral"
"882",32,"Married",66,"Female","Somewhat dissatisfied"
